annotation_id,query_original,query_normalized,category,category_confidence,entities_json,quality_grade,split,reviewer_status,reviewer_comment
f6734bfc9f1dd32cec285347,"Планшет HUAWEI MatePad 11.5 S 2026 PaperMatte 12 ГБ + 256 ГБ с клавиатурой, зеленый","планшет huawei matepad 11.5 s 2026 papermatte 12 гб + 256 гб с клавиатурой, зеленый",планшеты,1.0,"[{""type"":""brand"",""value"":""huawei"",""text"":""huawei"",""start"":8,""end"":14,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""huawei"",""unit"":""""},{""type"":""memory_ram"",""value"":""12 гб"",""text"":""12 гб"",""start"":46,""end"":51,""token_start"":8,""token_end"":10,""confidence"":0.941776,""source"":""attribute_catalog_exact"",""matched_candidate"":""12 гб"",""unit"":""ГБ""},{""type"":""memory_rom"",""value"":""256 гб"",""text"":""256 гб"",""start"":54,""end"":60,""token_start"":10,""token_end"":12,""confidence"":0.981862,""source"":""attribute_catalog_exact"",""matched_candidate"":""256 гб"",""unit"":""ГБ""},{""type"":""color"",""value"":""зеленый"",""text"":""зеленый"",""start"":76,""end"":83,""token_start"":14,""token_end"":15,""confidence"":0.89992,""source"":""attribute_catalog_exact"",""matched_candidate"":""зеленый"",""unit"":""""}]",A,validation,"",""
6e4601d8a14139cb5c36cbaa,Телевизоры qled,телевизоры qled,телевизоры,1.0,"[{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":11,""end"":15,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""}]",A,validation,"",""
a3107ff63ee39f242e15fced,Телевизор с YaOs,телевизор с yaos,телевизоры,1.0,"[{""type"":""os"",""value"":""yaos"",""text"":""yaos"",""start"":12,""end"":16,""token_start"":2,""token_end"":3,""confidence"":0.916663,""source"":""attribute_catalog_exact"",""matched_candidate"":""yaos"",""unit"":""""}]",A,validation,"",""
6b3bf871d13e9ee807a4609a,"Ноутбук Treidcomputers Intel Celeron N3350, RAM 6 ГБ, SSD 256 ГБ, Windows 10 Pro","ноутбук treidcomputers intel celeron n3350, ram 6 гб, ssd 256 гб, windows 10 pro",ноутбуки,1.0,"[{""type"":""brand"",""value"":""treidcomputers"",""text"":""treidcomputers"",""start"":8,""end"":22,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""treidcomputers"",""unit"":""""},{""type"":""processor_brand"",""value"":""intel"",""text"":""intel"",""start"":23,""end"":28,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""intel"",""unit"":""""},{""type"":""processor_model"",""value"":""celeron"",""text"":""celeron"",""start"":29,""end"":36,""token_start"":3,""token_end"":4,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""celeron"",""unit"":""""},{""type"":""memory_ram"",""value"":""6 гб"",""text"":""6 гб"",""start"":48,""end"":52,""token_start"":6,""token_end"":8,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""6 гб"",""unit"":""ГБ""},{""type"":""os_version"",""value"":""windows 10 pro"",""text"":""windows 10 pro"",""start"":66,""end"":80,""token_start"":11,""token_end"":14,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""windows 10 pro"",""unit"":""""}]",C,validation,"",""
10a2dae7466dd21cf1760217,ноутбуки процессор intel core ultra 9,ноутбуки процессор intel core ultra 9,ноутбуки,1.0,"[{""type"":""processor_brand"",""value"":""intel"",""text"":""intel"",""start"":19,""end"":24,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""intel"",""unit"":""""}]",A,validation,"",""
d57577ba13625b3657cf4b7e,Смартфон Samsung Galaxy A56 256 ГБ зеленый,смартфон samsung galaxy a56 256 гб зеленый,смартфоны,1.0,"[{""type"":""brand"",""value"":""samsung"",""text"":""samsung"",""start"":9,""end"":16,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""samsung"",""unit"":""""},{""type"":""memory_rom"",""value"":""256 гб"",""text"":""256 гб"",""start"":28,""end"":34,""token_start"":4,""token_end"":6,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""256 гб"",""unit"":""""},{""type"":""color"",""value"":""зеленый"",""text"":""зеленый"",""start"":35,""end"":42,""token_start"":6,""token_end"":7,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""зеленый"",""unit"":""""}]",A,validation,"",""
56530c6a0cadc2c1e150fb6f,Планшет HUAWEI MatePad 11.5 PaperMatte 8 ГБ/256 ГБ,планшет huawei matepad 11.5 papermatte 8 гб/256 гб,планшеты,1.0,"[{""type"":""brand"",""value"":""huawei"",""text"":""huawei"",""start"":8,""end"":14,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""huawei"",""unit"":""""},{""type"":""memory_ram"",""value"":""8 гб"",""text"":""8 гб"",""start"":39,""end"":43,""token_start"":6,""token_end"":8,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""8 гб"",""unit"":""ГБ""},{""type"":""memory_rom"",""value"":""256 гб"",""text"":""256 гб"",""start"":44,""end"":50,""token_start"":8,""token_end"":10,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""256 гб"",""unit"":""ГБ""}]",A,validation,"",""
9fa54daeac1354f429f8d379,POCO X8 Pro Max 512 ГБ,poco x8 pro max 512 гб,смартфоны,1.0,"[{""type"":""brand"",""value"":""poco"",""text"":""poco"",""start"":0,""end"":4,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""poco"",""unit"":""""},{""type"":""memory_rom"",""value"":""512 гб"",""text"":""512 гб"",""start"":16,""end"":22,""token_start"":4,""token_end"":6,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""512 гб"",""unit"":""""}]",A,validation,"",""
0c6a0478f63efff724eb3f42,Dr coffee,dr coffee,автоматические кофемашины,0.9560752309307154,"[{""type"":""brand"",""value"":""dr.coffee"",""text"":""dr coffee"",""start"":0,""end"":9,""token_start"":0,""token_end"":2,""confidence"":0.956075,""source"":""brand_exact"",""matched_candidate"":""dr.coffee"",""unit"":""""}]",A,validation,"",""
d75252bd7868559c7de8cd80,"Планшет Samsung Galaxy Tab S10 Lite 5G , 10.9"" 8 ГБ/256 ГБ,","планшет samsung galaxy tab s10 lite 5g , 10.9 8 гб/256 гб,",планшеты,1.0,"[{""type"":""brand"",""value"":""samsung"",""text"":""samsung"",""start"":8,""end"":15,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""samsung"",""unit"":""""},{""type"":""memory_ram"",""value"":""8 гб"",""text"":""8 гб"",""start"":46,""end"":50,""token_start"":9,""token_end"":11,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""8 гб"",""unit"":""ГБ""},{""type"":""memory_rom"",""value"":""256 гб"",""text"":""256 гб"",""start"":51,""end"":57,""token_start"":11,""token_end"":13,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""256 гб"",""unit"":""ГБ""}]",A,validation,"",""
ffcf536c2c601469f481fab2,"i Внешний аккумулятор, 20000 мАч, 50 Вт,","i внешний аккумулятор, 20000 мач, 50 вт,",внешние аккумуляторы,1.0,"[{""type"":""battery_capacity"",""value"":""20000 мач"",""text"":""20000 мач"",""start"":23,""end"":32,""token_start"":3,""token_end"":5,""confidence"":0.869896,""source"":""attribute_catalog_exact"",""matched_candidate"":""20000 мач"",""unit"":""мАч""}]",A,validation,"",""
3b05adc7b3e6376e90a640f9, haier 50 led,haier 50 led,телевизоры,1.0,"[{""type"":""brand"",""value"":""haier"",""text"":""haier"",""start"":0,""end"":5,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""haier"",""unit"":""""},{""type"":""display_technology"",""value"":""led"",""text"":""led"",""start"":9,""end"":12,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""led"",""unit"":""""}]",A,validation,"",""
aa44d8827ed27e21370af40c,Самсунг с 23 256 гб,самсунг с 23 256 гб,смартфоны,1.0,"[{""type"":""brand"",""value"":""samsung"",""text"":""самсунг"",""start"":0,""end"":7,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_alias_exact"",""matched_candidate"":""самсунг"",""unit"":""""},{""type"":""memory_rom"",""value"":""256 гб"",""text"":""256 гб"",""start"":13,""end"":19,""token_start"":3,""token_end"":5,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""256 гб"",""unit"":""""}]",C,validation,"",""
a05577cf88d5bfda1d86e5f2,"Samsung Планшет Galaxy Tab A11 LTE, 8.7"" 8 ГБ/128 ГБ, серебристый","samsung планшет galaxy tab a11 lte, 8.7 8 гб/128 гб, серебристый",планшеты,1.0,"[{""type"":""brand"",""value"":""samsung"",""text"":""samsung"",""start"":0,""end"":7,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""samsung"",""unit"":""""},{""type"":""memory_ram"",""value"":""8 гб"",""text"":""8 гб"",""start"":40,""end"":44,""token_start"":8,""token_end"":10,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""8 гб"",""unit"":""ГБ""},{""type"":""memory_rom"",""value"":""128 гб"",""text"":""128 гб"",""start"":45,""end"":51,""token_start"":10,""token_end"":12,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""128 гб"",""unit"":""ГБ""}]",C,validation,"",""
df6376f35352315ae0d96538,"Повербанк 20000 мАч внешний аккумулятор, power bank 20000Mah, пауэрбанк","повербанк 20000 мач внешний аккумулятор, power bank 20000mah, пауэрбанк",внешние аккумуляторы,1.0,"[{""type"":""battery_capacity"",""value"":""20000 мач"",""text"":""20000 мач"",""start"":10,""end"":19,""token_start"":1,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""20000 мач"",""unit"":""мАч""}]",A,validation,"",""
b4b6ea010dd482057f2a455e,"Apple Watch Series 11, 42 мм корпус из алюминия цвета «Jet Black», ремешок Sport Band размера M/L цвета «Black»","apple watch series 11, 42 мм корпус из алюминия цвета jet black , ремешок sport band размера m/l цвета black",смарт часы,1.0,"[{""type"":""brand"",""value"":""apple"",""text"":""apple"",""start"":0,""end"":5,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""apple"",""unit"":""""},{""type"":""material"",""value"":""алюминий"",""text"":""алюминия"",""start"":39,""end"":47,""token_start"":8,""token_end"":9,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""алюминий"",""unit"":""""}]",C,validation,"",""
97b63b748ec7bec5b6132edd,Электрический чайник керамика,электрический чайник керамика,электрические чайники,1.0,"[{""type"":""material"",""value"":""керамика"",""text"":""керамика"",""start"":21,""end"":29,""token_start"":2,""token_end"":3,""confidence"":0.806771,""source"":""attribute_catalog_exact"",""matched_candidate"":""керамика"",""unit"":""""}]",A,validation,"",""
3fab7488ed11767100bde3ec,BRAUN IS5247VI,braun is5247vi,парогенераторы,1.0,"[{""type"":""brand"",""value"":""braun"",""text"":""braun"",""start"":0,""end"":5,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""braun"",""unit"":""""},{""type"":""model"",""value"":""IS5247VI"",""text"":""is5247vi"",""start"":6,""end"":14,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""model_catalog_exact"",""matched_candidate"":""is5247vi"",""unit"":""""}]",A,validation,"",""
84c41c2c54b93e0b0bf1ed75,стулья для кухни желтые,стулья для кухни желтые,стулья для кухни,0.9478115081977547,"[{""type"":""color"",""value"":""желтый"",""text"":""желтые"",""start"":17,""end"":23,""token_start"":3,""token_end"":4,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""желтый"",""unit"":""""}]",B,validation,"",""
6da10ed01aedee3180517409,Стиральная машина Beko WSPE7H616W белый,стиральная машина beko wspe7h616w белый,стиральные машины,1.0,"[{""type"":""brand"",""value"":""beko"",""text"":""beko"",""start"":18,""end"":22,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""beko"",""unit"":""""},{""type"":""model"",""value"":""WSPE7H616W"",""text"":""wspe7h616w"",""start"":23,""end"":33,""token_start"":3,""token_end"":4,""confidence"":0.892581,""source"":""model_catalog_exact"",""matched_candidate"":""wspe7h616w"",""unit"":""""},{""type"":""color"",""value"":""белый"",""text"":""белый"",""start"":34,""end"":39,""token_start"":4,""token_end"":5,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""белый"",""unit"":""""}]",A,validation,"",""
4088c050a64c3850cb8c331c,планетарный миксер kitfort металл,планетарный миксер kitfort металл,миксеры планетарные,1.0,"[{""type"":""brand"",""value"":""kitfort"",""text"":""kitfort"",""start"":19,""end"":26,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""kitfort"",""unit"":""""},{""type"":""material"",""value"":""металл"",""text"":""металл"",""start"":27,""end"":33,""token_start"":3,""token_end"":4,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""металл"",""unit"":""""}]",A,validation,"",""
2f07a233550c6a4ea1e34fb5,"Портативный мини-аккумулятор Baseus 45 Вт, 10000 мАч","портативный мини аккумулятор baseus 45 вт, 10000 мач",внешние аккумуляторы,0.9999999999999999,"[{""type"":""battery_capacity"",""value"":""10000 мач"",""text"":""10000 мач"",""start"":43,""end"":52,""token_start"":6,""token_end"":8,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""10000 мач"",""unit"":""мАч""}]",A,validation,"",""
52dc241bdb15f73b6a964962,"Hisense Телевизор 55E7S PRO, QLED, Direct LED, 144 Гц, Smart TV 55″ 4K UHD, черный","hisense телевизор 55e7s pro, qled, direct led, 144 гц, smart tv 55′′ 4k uhd, черный",телевизоры,1.0,"[{""type"":""brand"",""value"":""hisense"",""text"":""hisense"",""start"":0,""end"":7,""token_start"":0,""token_end"":1,""confidence"":0.987228,""source"":""brand_exact"",""matched_candidate"":""hisense"",""unit"":""""},{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":29,""end"":33,""token_start"":4,""token_end"":5,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""},{""type"":""refresh_rate"",""value"":""144 гц"",""text"":""144 гц"",""start"":47,""end"":53,""token_start"":7,""token_end"":9,""confidence"":0.967121,""source"":""attribute_catalog_exact"",""matched_candidate"":""144 гц"",""unit"":""Гц""},{""type"":""color"",""value"":""черный"",""text"":""черный"",""start"":77,""end"":83,""token_start"":14,""token_end"":15,""confidence"":0.968296,""source"":""attribute_catalog_exact"",""matched_candidate"":""черный"",""unit"":""""}]",A,validation,"",""
